ID,Comprende los objetivos del equipo y los objetivos de la empresa.,Ve cómo la contribución personal impacta el negocio.,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor.,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas,Comprende el impacto de nuestras operaciones en la comunidad.,Participa en actividades dentro de la comunidad.,Asume la responsabilidad de sus propias acciones y consecuencias.,Muestra congruencia en palabras y acciones.,Vive los valores y principios de Nestlé.,Actúa teniendo en cuenta la reputación y el mejor interés de la organización.,Interactúa con integridad y honestidad.,Admite errores.,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé.,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad.,Planea y prioriza el trabajo de manera efectiva.,Aprovecha cada oportunidad para hacer más de lo esperado.,No duda en actuar.,Persigue objetivos con energía y conduce hasta su finalización.,Asume la responsabilidad de entregar los resultados esperados (qué y cómo).,Busca activamente comentarios de otros.,Crea y ejecuta planes de desarrollo personal.,Aprovecha todas las oportunidades para aprender y crecer.,Aprende de los éxitos y errores.,Tiene recursos para perseguir objetivos de aprendizaje.,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites.",Obtiene la confianza y el apoyo de los demás.,Está preparado para hacer compromisos para lograr los objetivos del grupo.,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo.",Influye sin autoridad.,Se interesa y escucha atentamente las ideas de los demás.,Funciona a través de desacuerdos sin dañar las relaciones.,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos.,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia.",Inicia y contribuye a la innovación y la mejora continua.,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas.,"Desafía constructivamente el ""por qué"" y pregunta ""por qué no"".",Actúa de manera decisiva y proactiva.,Comprende los objetivos del equipo y los objetivos de la empresa._AUTOEVALUCIÓN,Ve cómo la contribución personal impacta el negocio._AUTOEVALUCIÓN,Toma medidas basadas en la comprensión de las necesidades del cliente y del consumidor._AUTOEVALUCIÓN,Pregunta activamente para aprender sobre el negocio para tomar decisiones apropiadas_AUTOEVALUCIÓN,Comprende el impacto de nuestras operaciones en la comunidad._AUTOEVALUCIÓN,Participa en actividades dentro de la comunidad._AUTOEVALUCIÓN,Asume la responsabilidad de sus propias acciones y consecuencias._AUTOEVALUCIÓN,Muestra congruencia en palabras y acciones._AUTOEVALUCIÓN,Vive los valores y principios de Nestlé._AUTOEVALUCIÓN,Actúa teniendo en cuenta la reputación y el mejor interés de la organización._AUTOEVALUCIÓN,Interactúa con integridad y honestidad._AUTOEVALUCIÓN,Admite errores._AUTOEVALUCIÓN,Logra resultados en el cumplimiento de los Principios empresariales corporativos de Nestlé._AUTOEVALUCIÓN,Muestra un impulso para alcanzar objetivos ambiciosos de desempeño y estándares de calidad._AUTOEVALUCIÓN,Planea y prioriza el trabajo de manera efectiva._AUTOEVALUCIÓN,Aprovecha cada oportunidad para hacer más de lo esperado._AUTOEVALUCIÓN,No duda en actuar._AUTOEVALUCIÓN,Persigue objetivos con energía y conduce hasta su finalización._AUTOEVALUCIÓN,Asume la responsabilidad de entregar los resultados esperados (qué y cómo)._AUTOEVALUCIÓN,Busca activamente comentarios de otros._AUTOEVALUCIÓN,Crea y ejecuta planes de desarrollo personal._AUTOEVALUCIÓN,Aprovecha todas las oportunidades para aprender y crecer._AUTOEVALUCIÓN,Aprende de los éxitos y errores._AUTOEVALUCIÓN,Tiene recursos para perseguir objetivos de aprendizaje._AUTOEVALUCIÓN,"Tiene una gran autoconciencia personal: fortalezas, debilidades, oportunidades y límites._AUTOEVALUCIÓN",Obtiene la confianza y el apoyo de los demás._AUTOEVALUCIÓN,Está preparado para hacer compromisos para lograr los objetivos del grupo._AUTOEVALUCIÓN,"Contribuye activamente con ideas, energía y el deseo de tener éxito como equipo._AUTOEVALUCIÓN",Influye sin autoridad._AUTOEVALUCIÓN,Se interesa y escucha atentamente las ideas de los demás._AUTOEVALUCIÓN,Funciona a través de desacuerdos sin dañar las relaciones._AUTOEVALUCIÓN,Anticipa problemas futuros y trabaja para minimizarlos o prevenirlos._AUTOEVALUCIÓN,"Afronta nuevos problemas, abre nuevos caminos y desarrolla planes de contingencia._AUTOEVALUCIÓN",Inicia y contribuye a la innovación y la mejora continua._AUTOEVALUCIÓN,Es de mente abierta hacia nuevas y diferentes formas de hacer las cosas._AUTOEVALUCIÓN,"Desafía constructivamente el ""por qué"" y pregunta ""por qué no""._AUTOEVALUCIÓN",Actúa de manera decisiva y proactiva._AUTOEVALUCIÓN,Date,Global Pay Grade,Function,Position,Technical Entry Date (date format),Age,PotencialT,DesempeñoT,Desempeño,Potencial
10029640,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Automatizacion y Control,5810,50-54,#,#,2,2
10030718,3,4,3,4,3,3,4,3,4,3,4,3,3,4,4,4,3,4,3,3,3,4,4,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,4,4,3,4,3,3,4,3,3,4,4,4,2021-04-30,I,Operations,Coordinador Planeación Intermarket,5810,40-44,3,1,3,2
10030809,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,4,3,4,4,4,3,3,4,3,3,4,3,4,2021-04-30,K,Marketing & Sales,Analista Ingenieria Rutas,5810,45-49,3,2,3,2
10036139,3,3,2,2,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,2,2,2,3,3,2,3,2,3,2,3,3,3,2,4,4,3,4,4,4,4,3,4,3,4,4,4,3,4,3,3,4,3,4,4,4,4,4,4,2,3,2,4,4,2,4,4,4,3,4,3,2021-04-30,I,Operations,Coordinador Customer Facing,5764,35-39,2,2,1,2
10036184,3,3,3,4,4,2,3,3,4,3,4,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,3,2,3,3,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,2021-04-30,J,Human Resources,Especialista HRBP,5764,40-44,2,1,2,2
10036226,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,3,4,2021-04-30,H,Human Resources,Jefe HRBP,5764,35-39,2,2,2,2
10039632,4,4,3,4,3,3,4,3,3,4,2,3,3,4,4,4,2,3,3,2,2,3,3,3,3,2,2,3,2,3,2,4,3,3,2,2,3,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,3,4,3,4,3,3,3,3,3,3,4,2021-04-30,I,Operations,Coordinador MRP,5734,50-54,3,2,3,2
10040799,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,2,4,3,3,4,4,3,4,3,3,4,4,4,3,4,4,3,3,2,2,3,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,2021-04-30,I,Operations,Coordinador Resurtido,5719,35-39,3,2,3,2
10040932,3,3,3,2,3,3,3,4,3,4,4,3,3,3,4,3,4,3,3,2,2,3,3,3,3,3,3,3,4,3,3,2,2,3,2,3,2,4,4,3,3,4,2,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,3,4,3,4,4,4,3,3,3,3,4,4,3,2021-04-30,J,Operations,Especialista Planeación Distribución,5719,40-44,3,2,3,2
10040934,3,3,3,3,2,2,4,4,4,3,4,4,4,3,3,2,2,3,2,3,2,2,3,4,3,4,4,3,3,4,3,2,2,3,2,3,2,3,4,3,3,3,3,4,4,4,4,4,4,3,3,4,3,3,4,3,3,4,4,4,4,4,4,3,3,3,4,3,3,3,2,3,2,2,2021-04-30,I,Research & Development,Coordinador Innovacion Tecnologica,5715,40-44,2,1,2,1
10041212,3,3,4,3,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,2,2,3,3,3,3,4,3,4,4,4,4,3,3,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,J,Operations,Especialista Aseguramiento Calidad,5563,30-34,2,2,2,2
10042924,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,2021-04-30,I,Operations,Coordinador Customer Facing,5704,50-54,2,2,2,2
10043154,2,3,2,2,3,2,3,4,4,3,4,3,3,2,2,3,2,2,3,2,2,3,3,3,2,3,3,3,3,4,4,2,3,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,3,4,4,3,4,3,4,2021-04-30,J,Research & Development,Especialista Laboratorio Microbiologia,5700,35-39,2,2,2,2
10043549,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Comercio Exterior,5687,45-49,3,1,3,2
10044230,4,3,3,4,4,3,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,3,3,3,3,3,4,3,4,3,3,4,3,4,2,3,2021-04-30,J,Operations,Especialista SHE,5466,30-34,2,3,2,3
10044233,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,3,4,4,3,3,4,4,4,3,3,4,3,4,4,4,3,3,4,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,3,4,4,3,3,4,3,4,4,4,4,3,2,3,3,3,3,2021-04-30,K,Operations,Analista Fabricacion,5430,35-39,2,2,2,2
10045494,4,4,3,3,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,J,Operations,Lean Specialist,5673,35-39,2,3,2,2
10045556,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,3,3,2,3,3,3,4,4,3,4,4,4,3,3,3,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,4,4,4,4,3,3,4,3,4,3,4,3,3,4,2021-04-30,I,Operations,Maintenance and Repair Coordinator,5673,40-44,3,1,3,2
10046807,4,4,4,4,4,3,4,3,4,4,4,4,3,4,3,3,4,4,3,4,3,4,4,4,4,3,4,3,4,4,3,4,3,3,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,2021-04-30,K,Operations,Analista Soporte Almacen,5489,35-39,2,3,2,3
10048889,4,3,3,3,3,2,4,3,3,4,4,4,3,3,3,2,3,3,3,3,2,2,3,4,3,4,3,3,3,3,4,3,2,2,4,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2020-01-31,I,Marketing & Sales,Coordinador Cuentas Clave,5642,45-49,1,2,2,2
10050175,4,4,3,4,3,4,4,3,3,3,3,4,3,3,3,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,1,4,3,4,4,3,4,4,4,2021-04-30,K,Marketing & Sales,Supervisor Sales Analyst,5629,45-49,2,2,2,1
10050899,3,3,4,2,3,4,4,3,3,3,3,4,4,3,3,4,4,3,2,3,2,3,3,2,3,3,3,2,4,2,3,3,3,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,2021-04-30,J,Operations,Especialista Fabricacion,5325,35-39,1,2,1,2
10051510,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,3,4,4,3,3,4,2,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2021-04-30,K,Operations,Analista Instrumentacion y Control,1121,30-34,2,1,2,3
10051512,4,4,4,3,4,1,4,4,4,4,4,4,3,4,3,3,4,4,4,2,3,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,2,4,4,4,4,4,4,3,3,4,3,4,3,4,3,3,4,4,4,3,4,4,4,3,4,4,3,3,3,4,4,4,2021-04-30,J,Operations,Supervisor Manufactura,5172,30-34,2,2,2,2
10052303,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,2,2,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2021-04-30,I,Operations,Coordinador Envase y Embalaje,5610,35-39,2,2,2,2
10052849,4,3,3,3,3,2,4,4,4,3,4,4,4,3,3,3,4,3,4,2,2,2,3,3,2,3,3,3,3,4,4,3,3,4,3,4,3,3,4,4,4,4,2,4,4,4,4,4,4,4,3,3,3,3,4,3,3,3,4,4,4,3,4,3,4,3,4,3,3,3,3,3,3,4,2021-04-30,J,Operations,Quality Assurance Specialist,5598,40-44,3,1,2,2
10052994,3,3,3,4,3,3,4,3,4,4,4,4,3,3,2,2,2,3,4,3,2,3,4,3,3,4,4,3,3,4,4,2,3,3,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,4,4,4,4,3,4,4,3,4,3,4,2021-04-30,L,Operations,Settlement Technical,5580,35-39,2,2,2,2
10053341,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,L,Marketing & Sales,Vendedor Operaciones,5596,40-44,3,1,3,2
10053504,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Finance & Control,Coordinador Costos,5596,40-44,2,2,3,2
10059982,3,3,3,2,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,4,4,2021-04-30,L,Operations,Tecnico Calidad PTAR,5537,35-39,2,2,3,2
10060187,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-04-30,L,Marketing & Sales,Vendedor OOH y FS,5533,45-49,2,2,2,2
10061926,3,4,2,2,3,2,3,3,4,3,3,3,3,3,3,2,4,2,3,2,2,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,2,2,3,4,4,4,4,2,2,2,3,3,3,3,3,2,2,3,2021-04-30,J,Operations,Especialista Aseguramiento Calidad,5522,40-44,2,1,2,1
10067235,4,4,4,3,4,3,4,3,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,3,3,3,4,4,4,4,3,3,2,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,2021-04-30,J,Research & Development,Especialista Laboratorio Quimico,5491,50-54,2,2,3,2
10068138,2,3,3,2,2,2,3,2,3,2,3,3,3,3,2,3,3,2,3,2,2,3,3,2,2,3,3,3,3,2,2,3,4,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Customer Facing,5476,45-49,1,2,2,1
10076035,4,3,3,2,3,3,4,4,4,3,4,4,4,2,2,3,2,2,3,3,3,3,3,3,3,2,3,2,2,3,3,4,3,3,3,3,2,3,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,3,4,2021-04-30,J,Operations,Especialista Almacen Tecnico,5414,45-49,2,1,2,1
10076048,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Process Optimization,5428,45-49,3,2,3,2
10076267,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,1,4,3,4,4,4,4,3,4,2020-01-31,J,Operations,Especialista Almacen,5414,40-44,3,1,3,2
10077143,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,3,4,4,3,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,2021-04-30,I,Operations,Coordinador Maquilas,5396,30-34,2,2,3,2
10078093,3,2,3,2,2,2,3,3,3,3,3,2,3,2,2,3,2,2,2,4,2,2,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,4,3,4,4,3,4,4,4,4,2021-04-30,K,Operations,Analista Monitoreo,5400,35-39,2,2,2,3
10082346,4,4,4,3,3,3,3,4,4,4,4,3,3,4,3,3,4,4,4,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,4,4,4,3,3,3,3,4,4,3,4,3,3,3,4,2021-04-30,I,Operations,Coordinador Asignacion,5369,45-49,1,1,1,2
10090436,3,3,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,3,2,3,4,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,2,2,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4,4,4,2021-04-30,L,Operations,Mecánico de Producción,5322,45-49,2,2,2,2
10090973,3,3,3,4,4,3,4,4,3,4,4,4,3,3,3,4,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,3,3,3,4,3,3,4,3,4,2,4,2,4,4,3,4,4,4,2,2,2,3,2,3,2,2,2,4,4,2,3,2,4,3,3,4,4,4,3,3,3,2,3,2021-04-30,K,Operations,Instrumentation Analyst,5090,30-34,2,2,3,2
10092833,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Compras Estrategicas,5308,45-49,2,2,2,2
10095126,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,3,3,3,3,4,3,3,3,3,4,3,2,2,2,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Planeacion Distribucion Expo,5292,35-39,3,2,3,3
10095189,4,3,3,4,3,3,4,3,4,3,3,2,4,2,3,2,3,2,3,2,2,3,3,4,3,2,2,2,2,3,3,3,2,3,3,2,2,4,4,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,2,3,4,4,3,3,3,3,4,3,4,4,3,4,4,4,3,4,2021-04-30,I,Operations,Coordinador SHE,5292,40-44,2,2,2,2
10097878,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,2,2,3,3,3,4,2,3,3,3,4,4,3,3,2,4,3,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,2,2,3,4,4,1,2,4,4,4,2,3,3,4,2,4,3,4,2021-04-30,I,Operations,Coordinador Logistica Corporativa,5274,35-39,2,2,2,2
10098011,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Process Optimization,5277,35-39,3,2,3,2
10098020,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,3,3,4,4,4,3,4,4,3,4,4,4,3,3,3,4,3,3,3,4,3,3,3,2,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,4,2,2,2,2,3,2,3,3,3,3,2021-04-30,J,Operations,Especialista Order Fulfilment,5277,40-44,2,2,2,2
10098168,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,2021-04-30,K,Marketing & Sales,Analista Ingenieria Rutas,5274,45-49,2,2,2,2
10101481,3,3,3,3,3,3,3,2,3,3,4,4,3,3,3,3,4,3,3,2,2,3,3,3,2,4,3,3,3,3,3,2,2,2,4,2,2,3,4,4,4,3,2,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,K,Operations,Analista Aseguramiento Calidad,5202,35-39,2,3,2,2
10102160,2,2,3,2,2,2,2,3,4,4,3,2,3,2,4,3,3,2,2,2,2,4,2,3,3,4,2,3,2,4,3,2,2,2,3,3,3,2,3,2,3,3,3,3,4,4,4,4,4,3,3,3,4,4,3,3,4,3,4,4,3,3,3,4,3,3,4,4,2,2,2,4,3,3,2021-04-30,J,Operations,Especialista Bodegas y Transportes,5245,35-39,1,1,2,1
10103773,4,4,3,4,3,3,3,2,3,4,3,4,3,2,2,2,2,3,2,3,2,4,3,3,3,2,3,3,3,2,3,3,2,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,3,3,4,4,2021-04-30,I,Operations,Coordinador Planeacion Produccion,5245,35-39,2,2,2,2
10107744,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,4,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,3,4,3,4,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,4,4,4,4,2021-04-30,I,Operations,Coordinador Fabricacion,5004,35-39,3,2,3,3
10109192,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,4,3,3,4,3,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Calidad,5202,40-44,2,2,2,3
10117901,3,4,4,3,3,4,4,4,4,3,4,4,3,4,3,4,4,4,4,3,3,4,4,3,3,3,3,4,3,3,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,4,4,4,3,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Fabricacion,5157,35-39,2,3,2,3
10119837,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,4,4,2,2,2,4,3,3,4,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,2021-02-28,I,Marketing & Sales,Coordinador Entrenamiento Veterinario,5141,50-54,2,1,2,2
10119945,4,3,4,3,4,4,4,4,4,2,4,4,4,4,4,3,3,4,4,3,4,4,4,3,3,3,4,3,3,4,3,4,4,3,3,4,4,4,3,4,3,3,3,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,4,3,4,3,2021-04-30,I,Operations,Coordinador Laboratorio Quimico,5141,35-39,3,2,3,2
10120173,4,4,4,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-04-30,I,Operations,Coordinador Fabricacion,5141,35-39,3,3,3,3
10120437,3,3,3,3,3,3,4,3,4,4,4,3,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,4,4,3,3,4,4,3,3,4,3,4,3,2,4,3,3,2021-04-30,L,Operations,Tecnico Operador Mesa Control,5142,40-44,2,1,2,2
10125167,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,2021-04-30,I,Operations,Coordinador Aseguramiento Calidad,5111,40-44,2,2,2,2
